ID,TOTAL.VALUE,TAX,LOT.SQFT,YR.BUILT,GROSS.AREA,LIVING.AREA,FLOORS,ROOMS,BEDROOMS,FULL.BATH,HALF.BATH,KITCHEN,FIREPLACE,REMODEL
3592,426.5,5365,4700,1918,3319,1815,2,8,4,1,1,1,1,None
3593,340.3,4280,4131,1925,2196,1160,1.5,6,3,1,0,1,1,None
3594,644.1,8102,12000,1920,5180,3048,2,10,6,1,0,1,1,Old
3595,289.3,3639,4072,1920,1982,936,1,5,2,1,1,1,0,None
3596,419.7,5279,4700,1920,3676,1999,2,5,3,1,1,1,1,None
3597,384,4830,4122,1930,2262,1578,2,7,3,2,1,1,1,Recent
3598,382,4805,4590,1925,2505,1508,2,7,3,1,1,1,0,None
3599,478.3,6017,6005,1930,2856,1792,2.5,8,3,2,0,1,0,Old
3600,488.2,6141,10500,1920,2846,1828,2,8,3,1,0,1,1,None
3601,459.2,5776,9000,1930,3179,1861,2,9,3,2,0,1,1,Old
3602,368.2,4631,5500,1924,2900,1640,2,7,3,1,1,1,1,None
3603,469.7,5908,6385,1912,4319,2427,2,9,6,1,1,1,1,None
3604,475,5975,9916,1920,2324,1486,2,7,3,1,1,1,1,None
3605,659.7,8299,7350,1900,4440,2878,2.5,9,6,2,1,1,2,Recent
3606,462.8,5822,5000,1910,4586,2437,2,8,4,1,1,1,1,None
3607,658.7,8286,18288,1888,5698,3613,2.5,13,5,1,1,1,1,None
3608,307.7,3870,5500,1920,2190,936,1,5,2,1,0,1,0,None
3609,410.9,5169,4700,1968,2822,1586,2,12,3,2,1,1,1,None
3610,481.4,6056,12449,1920,3464,2176,2,8,4,1,1,1,1,None
3611,385.8,4853,10925,1950,2734,1127,1,5,2,2,0,1,1,None
3612,265,3333,4080,1920,2170,962,1,5,2,1,0,1,0,None
3613,500.1,6291,6141,1935,2693,1890,2,7,3,1,1,1,1,Recent
3614,473.9,5961,7500,1907,4881,2652,2,7,4,1,1,1,2,None
3615,303.9,3823,3643,1930,2333,1344,2,6,3,1,0,1,0,None
3616,436.3,5488,4700,1900,4263,2321,2,9,4,1,1,1,0,Old
3617,388.1,4882,5680,1925,3236,1964,2,9,3,1,0,1,0,None
3618,528.9,6653,6035,1930,4012,2384,2,7,3,2,1,1,1,Recent
3619,480.9,6049,7124,1930,4064,1893,1.5,8,3,1,1,1,1,None
3620,491.9,6188,8014,1900,3350,1979,2,8,3,1,1,1,1,Old
3621,604.7,7607,10500,1920,3854,2242,2,8,4,2,1,1,1,Recent
3622,279.1,3511,4080,1927,2059,1118,1,6,3,1,0,1,0,None
3623,739.7,9305,14475,1930,6733,3714,2,11,4,2,2,1,2,Recent
3624,465.5,5855,6840,1920,3840,2178,2,9,6,1,2,1,1,None
3625,424.4,5338,10500,1935,3248,1512,1,6,2,1,1,1,1,None
3626,362.5,4560,5500,1932,2630,1556,2,7,3,1,1,1,1,None
3627,445.6,5605,5000,1924,3700,2255,2,9,6,1,1,1,0,None
3628,421.9,5307,10413,1920,2628,1298,1,5,2,1,1,1,1,None
3629,474.03,5963,9811,1900,4051,2426,2,9,5,3,0,1,2,Recent
3630,593.5,7466,18600,1948,4870,1988,1,6,2,2,0,1,1,Old
3631,490.8,6174,4700,1910,4432,2415,2,9,5,2,1,1,1,Recent
3632,472,5937,7000,1905,3120,1887,2,9,6,2,0,1,1,None
3633,336.1,4228,5355,1958,3336,1529,1,6,3,2,0,1,1,None
3634,315,3962,8502,1950,1912,876,1,5,3,1,0,1,1,Old
3635,305.1,3838,6120,1920,2256,1040,1,5,2,1,0,1,1,None
3636,398,5006,4700,1900,2432,1501,2,8,3,1,0,1,1,None
3637,301.9,3797,3000,1950,2556,1387,1.5,6,2,1,1,1,1,None
3638,464.4,5842,5676,1908,4018,2253,2,7,2,1,1,1,1,None
3639,401.2,5047,4700,1954,1952,1570,2,6,3,1,1,1,1,None
3640,360.3,4532,5500,1940,2638,1521,1.5,7,3,1,1,1,1,None
3641,336.9,4238,3652,1925,2093,1344,2,6,3,1,0,1,0,None
3642,434.6,5467,9980,1912,2678,1584,2,7,3,1,1,1,0,None
3643,542,6818,10911,1950,3031,2047,2,9,5,2,1,1,1,Old
3644,325.5,4094,6875,1940,3070,1540,1,7,3,2,0,1,0,None
3645,403.9,5081,10500,1900,4044,2036,2,8,3,2,0,1,0,Old
3646,354.7,4462,5768,1900,2880,1816,2,7,3,2,0,1,0,None
3647,468.2,5889,6120,1920,2921,2098,2,9,4,1,1,1,1,Recent
3648,419.04,5271,10875,1950,3314,1683,1.5,7,4,2,0,1,1,Old
3649,666.4,8383,12500,1898,4304,2500,2,10,5,3,1,1,2,Old
3650,300.5,3780,5500,1954,2185,1008,1,6,1,1,0,1,0,None
3651,472.3,5941,4700,1902,4240,2592,2.5,9,6,2,1,1,1,Recent
3652,514.3,6469,5500,1910,4426,2633,2,9,4,2,1,1,1,Recent
3653,297.1,3737,3000,1957,2156,1075,1,6,3,1,0,1,1,None
3654,745.7,9380,11730,1910,5836,3405,2,9,4,2,1,1,3,Old
3655,402.1,5058,6875,1900,3806,2150,2,9,5,2,0,1,1,None
3656,368.9,4640,5000,1895,2892,1710,2,8,4,1,1,1,0,None
3657,460.4,5791,4700,1912,5684,2736,2,8,4,1,1,1,1,None
3658,617.6,7769,5170,1930,4756,2742,2,11,6,1,1,1,1,None
3659,530.8,6677,10500,1910,2424,1556,2,7,4,2,1,1,1,Recent
3660,510.6,6423,3798,1907,4148,2269,2,9,4,2,1,1,1,Recent
3661,434.9,5471,6149,1910,3947,2573,2,8,4,2,0,1,0,None
3662,445,5598,4700,1924,3639,2001,2,7,3,1,1,1,1,None
3663,419.7,5279,5000,1907,3136,1810,2,8,5,1,0,1,0,Recent
3664,383,4818,3668,1925,2672,1542,2,7,3,1,1,1,0,None
3665,453.3,5702,11479,1930,2408,1488,2,6,2,1,0,1,1,None
3666,460,5786,9379,1963,2320,1470,2,8,3,2,1,1,1,Recent
3667,386.4,4860,10847,1925,3450,1201,1,7,2,2,0,1,0,None
3668,449.7,5657,10500,1960,2663,1427,2,6,3,1,1,1,1,None
3669,357.4,4496,5500,1954,2473,1008,1,6,3,1,0,1,0,None
3670,372.7,4688,4146,1907,3580,2040,2,9,4,1,0,1,1,None
3671,390.2,4908,6000,1930,2736,1688,2,7,3,1,1,1,1,None
3672,484.5,6095,6238,1900,3940,2326,2,9,4,2,0,1,2,Old
3673,471.3,5928,7500,1890,3378,2136,2,9,4,1,1,1,1,Recent
3674,444.5,5591,9000,1932,2673,1650,2,7,3,1,1,1,0,None
3675,477.1,6001,6875,1900,3187,1884,2,7,4,1,1,1,1,Recent
3676,559.5,7038,5316,1907,4261,2416,2,9,4,1,1,1,1,None
3677,417.3,5249,5000,1910,2990,1808,2,8,5,1,1,1,1,Old
3678,418.1,5259,9779,1927,2608,1525,2,6,3,1,0,1,1,Old
3679,421,5296,4700,1915,3942,2155,2,8,5,2,1,1,1,None
3680,382.4,4810,13628,1950,1759,858,1,5,2,1,0,1,0,Recent
3681,342.5,4308,5500,1950,2788,1428,1.5,6,3,2,0,1,1,Old
3682,511.5,6434,10531,1910,4997,2781,2,12,5,1,2,1,1,None
3683,429,5396,9250,1930,2805,1591,2,8,3,1,0,1,1,None
3684,470.2,5915,10500,1955,3758,1781,1.5,6,3,2,0,1,1,None
3685,340.2,4279,3551,1910,3917,2108,2,8,4,1,1,1,0,None
3686,349.8,4400,5000,1955,2518,1176,1,6,3,1,0,1,0,None
3687,420,5283,4700,1930,3715,1941,1.5,8,4,1,1,1,1,Recent
3688,397.1,4995,5000,1910,3014,1878,2,11,6,2,0,1,1,None
3689,599.5,7541,7533,1935,3668,2144,2,8,3,1,1,1,1,Old
3690,439.8,5532,5300,1900,3983,2179,2,8,5,1,1,1,1,Old
3691,416.1,5234,8630,1937,2409,1594,2,7,3,1,1,1,1,None
3692,527.4,6634,7000,1910,4622,2659,2,7,3,1,0,1,0,Recent
3693,343.1,4316,2907,1910,3426,1935,2,8,4,1,0,1,0,None
3694,494.4,6219,15000,1890,3847,2054,2,7,3,1,1,1,0,None
3695,426.9,5370,6500,1890,3558,2014,2,8,4,2,0,1,0,Old
3696,823.7,10362,28900,1935,5499,2925,2,12,5,2,1,1,2,None
3697,285.7,3594,7475,1955,1882,861,1,6,3,1,1,1,0,None
3698,354,4453,5000,1920,2520,1440,2,7,4,1,1,1,1,Recent
3699,338.6,4259,5000,1900,2646,1512,2,7,4,1,0,1,0,None
3700,548.7,6902,11070,1920,5993,3291,2,10,5,2,0,1,2,None
3701,437.3,5501,5477,1930,4118,2278,2,9,4,2,0,1,1,None
3702,443,5572,6000,1936,3028,2128,2,7,4,1,1,1,1,Recent
3703,468.6,5894,10542,1900,2820,1719,2,8,4,1,1,1,1,None
3704,348.1,4379,6000,1930,2080,1300,2,6,2,1,0,1,1,Old
3705,512.7,6449,8214,1984,3730,2148,2,9,6,2,1,1,1,None
3706,486.8,6123,5000,1920,3755,2116,2,8,4,2,1,1,0,Recent
3707,298.9,3760,5062,1954,2332,1098,1,4,3,1,0,1,0,None
3708,408.3,5136,10762,1940,2686,1627,2,6,3,1,1,1,0,None
3709,351.6,4423,5720,1915,2262,1384,2,6,3,1,0,1,1,None
3710,428.2,5386,7500,1910,3132,1923,2,7,4,1,1,1,1,None
3711,505.5,6359,7165,1950,3894,2150,2,10,4,2,1,1,1,None
3712,362.4,4558,3900,1915,3864,2018,2,10,4,2,0,1,0,None
3713,422.3,5312,6719,1875,3797,2212,2,8,3,1,1,1,0,None
3714,454.6,5718,6000,1900,3168,1752,2,9,4,2,2,1,0,Recent
3715,300.7,3782,5867,1954,1736,820,1,8,4,1,1,1,0,None
3716,403.3,5073,3078,1940,3654,2145,2,8,4,1,1,1,0,Recent
3717,503.6,6335,12906,1875,4838,3020,2.5,10,6,3,0,1,0,None
3718,392.3,4935,4942,1910,3290,2025,2,7,3,1,0,1,0,None
3719,352.1,4429,7000,1900,2383,1390,2,7,4,1,0,1,0,None
3720,345.4,4345,4500,1950,2576,1346,1.5,6,2,2,0,1,1,Old
3721,448.3,5639,5339,1920,3932,2134,2,9,4,1,1,1,1,None
3722,609.8,7671,10882,1912,3943,2390,2.5,10,5,2,1,1,0,Recent
3723,422.3,5312,6000,1930,2830,1800,2,8,5,1,1,1,1,None
3724,550,6919,10500,1900,3246,2064,2,8,4,2,0,1,1,None
3725,381.9,4804,7430,1930,2526,1404,2,6,4,1,0,1,0,None
3726,406.1,5108,10734,1922,2445,1577,2,7,3,1,0,1,0,None
3727,283.1,3561,5590,1957,2436,1090,1,6,3,1,0,1,0,None
3728,827.3,10407,34261,1900,6477,4100,2.5,12,6,2,2,1,3,None
3729,522.2,6569,10500,1926,3611,2257,2,9,4,1,1,1,1,None
3730,289,3635,3499,1905,2250,1381,2,6,3,1,0,1,0,None
3731,324.5,4082,3310,1920,2795,1604,2,7,4,1,1,1,0,None
3732,411.4,5175,4981,1930,2490,1374,2,9,3,1,1,1,1,None
3733,392.2,4933,6250,1954,3588,1714,1.5,7,3,2,0,1,1,Old
3734,395.2,4971,2503,1915,3056,1767,2,9,4,1,1,1,0,Recent
3735,481.1,6052,10000,1875,2905,1900,2,8,2,2,1,1,0,Recent
3736,482.9,6074,9917,1922,4093,2304,2,8,4,1,1,1,2,None
3737,569.6,7165,10137,1930,3438,2016,2,8,4,2,1,1,1,Recent
3738,401.1,5045,6003,1920,2448,1560,2,7,3,2,0,1,1,Recent
3739,369.3,4645,5000,1911,2634,1676,2,6,3,1,0,1,0,None
3740,480,6038,4829,1950,2631,1716,2,9,3,2,1,1,1,Recent
3741,531.5,6686,10756,1920,5124,2889,2,10,4,1,1,1,1,None
3742,424.8,5343,6500,1900,4190,2471,2,10,7,2,1,1,0,None
3743,473.7,5959,10113,1900,2883,1789,2,8,3,1,1,2,1,Recent
3744,368.9,4640,5720,1925,3880,1692,1,8,3,2,0,1,1,None
3745,445,5598,6250,1910,3793,2172,2,8,5,2,1,1,1,None
3746,366.8,4614,3360,1921,2564,1560,2,6,3,1,0,1,1,None
3747,366.9,4615,5488,1920,2655,1500,2,7,4,1,1,1,1,None
3748,341,4289,6634,1880,1962,1265,2,5,3,1,0,1,0,None
3749,447.5,5629,11580,1930,3188,1596,2,7,3,1,1,1,1,None
3750,342.2,4304,3888,1930,2155,1300,2,6,3,2,0,1,1,None
3751,473,5950,8058,1924,3541,2224,2,8,4,1,1,1,1,Old
3752,439.9,5533,5050,1925,4314,2509,2,8,4,1,1,1,1,None
3753,358.6,4511,5225,1954,2754,1459,1.5,7,3,2,1,1,1,None
3754,494.3,6218,10000,1904,3699,2240,2,8,3,1,0,1,1,Old
3755,514.8,6476,9800,1910,4526,2593,2,9,3,1,1,1,1,None
3756,537,6755,8469,2001,3126,1948,2,7,3,3,1,1,1,None
3757,279.1,3511,5258,1945,2237,1046,1,6,4,1,0,1,0,None
3758,334.4,4206,5008,1940,2719,1550,2,5,3,1,1,1,0,None
3759,427.2,5374,5488,1920,2200,1440,2,7,3,1,1,1,1,Recent
3760,474,5962,8192,1900,4616,2443,2,9,4,1,1,1,1,None
3761,659.015,8290,6500,2010,6406,3351,2,9,4,2,1,1,1,None
3762,354.6,4460,6863,1954,2744,1414,1.5,6,2,1,1,1,1,None
3763,421.7,5304,8750,1900,3700,1905,2,7,3,2,0,1,1,None
3764,316.4,3980,5000,1885,2179,1305,2,5,3,1,0,1,0,None
3765,391.7,4927,5068,1907,2632,1476,2,8,4,1,1,1,1,None
3766,498.7,6273,11905,1910,3030,1817,2,7,3,1,0,1,0,None
3767,522.4,6571,7179,2001,3126,1948,2,7,3,2,2,1,1,None
3768,651.4,8194,7290,1930,4129,2552,2,10,4,1,1,1,1,None
3769,361.9,4552,3862,1940,2290,1200,2,7,3,2,0,1,1,Old
3770,332.9,4187,5009,1940,2602,1534,2,8,4,1,0,1,0,None
3771,436.3,5488,5362,1995,2479,1575,2,7,3,2,1,1,1,None
3772,465.2,5852,6500,1900,4907,2877,2,10,6,2,1,1,0,None
3773,622.8,7834,8416,1887,5374,3085,2,10,5,2,1,1,3,Recent
3774,442.9,5571,5582,1925,2736,1726,2,10,3,1,1,1,1,Old
3775,343.6,4322,6090,1954,2798,1459,1.5,6,2,2,0,1,0,None
3776,397,4994,6022,1920,2328,1568,2,7,4,1,1,1,1,None
3777,341.8,4299,5500,1925,3082,1344,1,5,2,1,1,1,1,None
3778,874.7,11003,10500,1907,5402,3500,2.5,10,4,3,1,1,2,Recent
3779,470.2,5915,5112,1992,2490,1593,2,7,3,2,1,1,1,None
3780,301.1,3787,5223,1912,2044,1212,2,5,2,1,0,1,0,None
3781,507.7,6386,10500,1910,3461,2088,2,7,3,2,0,1,0,None
3782,308,3874,3838,1935,1891,1200,2,5,3,1,0,1,0,None
3783,416.6,5240,6531,1955,3216,1716,1.5,7,3,2,0,1,1,None
3784,579.5,7290,12246,1900,4138,2414,2,11,4,2,1,1,0,Recent
3785,480,6038,7200,1927,3207,1930,2,7,3,1,1,1,1,Recent
3786,352.8,4438,4823,1920,3475,1456,1,8,3,1,0,1,1,None
3787,478.8,6023,5206,1994,2482,1576,2,6,3,2,1,1,1,Recent
3788,359.6,4523,5500,1920,2377,1350,2,6,3,1,0,1,0,None
3789,505.3,6356,10000,1890,4458,2762,2,12,6,2,1,1,0,Recent
3790,321.4,4043,5500,1928,2098,960,1,5,2,1,0,1,1,None
3791,778.2,9789,15900,1925,5642,3404,2.5,9,3,3,0,1,3,Recent
3792,346.1,4353,4300,1955,1921,1272,2,5,3,1,1,1,1,None
3793,504.5,6346,15039,1910,4033,2233,2,10,7,2,0,1,0,None
3794,326.9,4112,5499,1952,2803,1247,1,5,3,2,0,1,1,None
3795,346.9,4364,3812,1931,2216,1352,2,8,3,1,1,1,1,Recent
3796,626.7,7883,10500,1920,5883,3046,2,9,3,1,1,1,1,None
3797,410,5157,5250,1900,3269,1842,2,7,4,1,1,1,0,Recent
3798,576.2,7248,8233,1900,6109,3802,2.5,10,6,2,0,1,1,None
3799,485.6,6108,14375,1930,2697,1750,2,7,3,1,1,1,1,Recent
3800,598,7522,11048,1880,5657,3301,2,8,4,1,1,1,0,None
3801,378.4,4760,6199,1956,2654,1459,1.5,7,3,1,1,1,1,None
3802,518.9,6527,7170,1930,3744,2130,2,10,4,1,1,1,1,None
3803,402.3,5060,5000,1910,2903,1840,2,8,4,2,0,1,0,None
3804,384.7,4839,5000,1900,3170,1767,2,6,3,1,0,1,1,None
3805,368,4629,3787,1924,2236,1456,2,8,3,2,1,1,0,None
3806,496.1,6240,5171,1994,3352,1872,2,7,3,2,1,1,1,None
3807,354,4453,5000,1910,2636,1473,2,6,3,1,1,1,0,None
3808,414.5,5214,6000,1948,2466,1470,2,6,3,1,1,1,1,None
3809,661.8,8325,11200,1920,4562,2808,2,9,5,4,0,1,0,Recent
3810,598.1,7524,12927,1920,3303,1818,2,8,4,1,1,1,0,None
3811,346.8,4362,6041,1950,2488,1075,1,5,2,1,0,1,1,None
3812,484.6,6096,6000,1864,4473,2530,2,8,3,1,1,1,0,None
3813,348.9,4389,5867,1954,3002,1459,1.5,7,3,2,0,1,1,None
3814,538.4,6773,13889,1910,4811,2770,2,8,4,1,1,1,2,None
3815,534,6717,10836,1983,4520,2532,1.5,10,5,2,1,2,0,Recent
3816,445.6,5605,4875,1910,3020,2007,2,9,4,1,1,1,0,Recent
3817,377.6,4750,4599,1900,2861,1790,2,7,4,2,0,1,1,Old
3818,671.9,8452,7820,1930,4169,2374,2,9,5,2,1,1,1,Old
3819,342.7,4311,5500,1920,3384,1456,1,6,2,1,0,1,1,None
3820,705.4,8873,26825,1851,8037,3527,2,9,4,2,1,1,1,None
3821,348.3,4381,3762,1940,2184,1344,2,7,3,1,1,1,0,Recent
3822,446.2,5613,7867,1960,2461,2004,1,8,4,1,1,1,1,None
3823,445.7,5606,6765,1956,2356,1361,2,7,3,1,1,1,1,Old
3824,390.4,4911,6592,1950,2592,1530,1.5,7,3,1,0,1,1,None
3825,449.4,5653,5760,1920,3923,2184,2,7,4,1,1,1,1,None
3826,342.4,4307,5235,1920,2548,1372,1.5,9,4,2,0,1,0,None
3827,368.9,4640,5185,1909,2646,1698,2,6,3,1,0,1,0,None
3828,343,4314,4875,1910,2444,1439,2,7,4,1,1,1,0,None
3829,448,5635,7400,1920,4108,2329,2,8,4,1,1,1,1,None
3830,475.3,5979,10000,1872,4140,2490,2,10,4,2,1,1,0,Recent
3831,364,4579,5535,1955,2702,1414,1.5,6,3,1,2,1,1,None
3832,474.1,5964,9030,1804,3541,2060,2,9,4,1,1,1,0,Recent
3833,326.8,4111,3975,1877,2585,1444,2,8,3,1,1,1,0,None
3834,456.8,5746,4487,1920,4021,1980,2,9,4,1,1,1,1,None
3835,359.8,4526,3850,1939,2355,1379,2,7,3,1,1,1,1,None
3836,347.8,4375,9072,1820,1742,1298,2,7,4,2,0,1,0,Old
3837,399.2,5021,6215,1960,2402,1323,2,6,3,1,1,1,2,None
3838,417.7,5254,7330,1966,2712,1590,2,7,4,1,1,1,1,None
3839,567.9,7144,12080,1899,3939,2265,2,12,5,2,1,1,1,Recent
3840,422.1,5310,2466,1947,3631,1712,1,7,2,1,1,1,1,Old
3841,300.4,3779,5500,1950,2164,1040,1,5,2,1,0,1,1,None
3842,459.1,5775,10000,1880,3595,2174,2,9,4,1,1,1,0,None
3843,353.2,4443,6856,1954,2733,1414,1.5,6,3,1,1,1,1,None
3844,548.1,6895,10500,1898,3591,2193,2,8,4,1,1,1,1,None
3845,415.8,5230,6329,1942,2956,1393,1,7,3,3,0,1,1,Recent
3846,574.4,7225,10720,1900,4282,2361,2,8,4,2,0,1,0,Old
3847,328.9,4137,3712,1926,2459,1425,2,6,3,1,1,1,1,None
3848,309.6,3894,5810,1984,1750,1078,2,5,2,1,1,1,0,None
3849,339,4264,5050,1955,2748,1414,1.5,6,2,1,1,1,1,None
3850,526.3,6620,10000,1906,4392,2806,2.5,11,5,2,0,1,1,None
3851,478.2,6015,6980,1900,4144,2213,2,9,4,3,0,1,1,None
3852,363.5,4572,4400,1963,2189,1058,1,8,4,1,1,1,2,None
3853,458.8,5771,5500,1910,3584,2016,2,10,3,1,1,1,1,None
3854,433.2,5449,6728,1910,3616,2032,2,8,3,1,1,1,1,None
3855,432.6,5442,8830,1900,3068,2130,2,8,4,1,1,1,0,Recent
3856,484.3,6092,10569,1890,4653,2412,2,8,3,1,1,1,1,None
3857,511.3,6432,13950,1920,4173,2278,2,9,5,2,0,1,1,None
3858,336.3,4230,4900,1929,2597,1568,2,7,3,1,0,1,0,None
3859,400.9,5043,6100,1864,3934,2205,2,8,3,1,1,1,0,None
3860,417.3,5249,7610,1950,3068,1290,1,5,2,1,2,1,2,None
3861,367,4616,5500,1924,3212,1456,1,9,3,2,1,1,1,None
3862,332.4,4181,6375,1934,2130,1372,2,7,3,1,0,1,0,None
3863,442.3,5564,3750,1923,2754,1859,2,8,3,2,0,1,1,Recent
3864,433.8,5457,5516,1900,4380,2442,2,8,5,2,0,1,0,None
3865,357.6,4498,6750,1880,2431,1536,2,7,3,1,1,1,1,None
3866,394,4956,8979,1900,3123,1904,2,8,4,2,0,1,0,Old
3867,337.1,4240,3687,1939,2247,1349,2,8,3,1,1,1,1,None
3868,314.9,3961,5714,1984,1750,1078,2,5,3,1,1,1,0,None
3869,446.3,5614,7178,1915,4038,2164,2,9,6,1,1,1,1,None
3870,313,3937,4534,1930,2250,900,1,5,2,1,0,1,0,None
3871,480.4,6043,5201,1920,3544,1920,2,7,4,1,1,1,1,None
3872,386.7,4864,5962,1900,3329,1661,2,6,2,1,0,1,0,None
3873,307.5,3868,5036,1954,2393,1160,1,5,3,1,0,1,1,None
3874,645.7,8122,10569,1901,4760,2933,2,11,5,3,0,1,1,None
3875,370,4654,6065,1905,3100,1942,2,7,3,1,0,1,0,None
3876,354.6,4460,3936,1954,2712,1272,1,6,3,1,1,1,1,None
3877,348.7,4386,5643,1954,2697,1459,1.5,6,2,1,1,1,1,None
3878,356.9,4489,5500,1925,2376,1365,2,8,3,1,0,1,1,None
3879,362.1,4555,6999,1912,2888,1556,2,8,4,1,1,1,1,None
3880,330.5,4157,6163,1950,2520,1260,1,6,2,1,0,1,1,None
3881,444.6,5593,6375,1887,3799,1926,2,9,5,1,1,1,0,Recent
3882,286.9,3609,3338,1954,2328,1090,1,5,3,1,0,1,1,None
3883,304.4,3829,3662,1940,2400,1400,2,7,3,1,0,1,0,None
3884,465.7,5858,7250,1880,4753,2319,2,9,4,2,1,1,0,Recent
3885,409.6,5152,5139,1900,3354,1960,1.5,8,4,1,1,1,1,None
3886,523.1,6580,10708,1888,4418,2257,2,9,3,2,1,1,1,None
3887,614.6,7731,7975,1938,3680,2024,2,7,4,2,1,1,1,Recent
3888,386.8,4865,4725,1993,2620,1632,2,7,3,1,1,1,1,None
3889,560.2,7047,15690,1890,5052,2780,2,11,6,2,0,1,1,None
3890,427.1,5372,5351,1930,3292,1843,2,8,4,1,1,1,1,None
3891,374.7,4713,3800,1920,2779,1585,2,8,3,1,0,1,0,None
3892,381,4792,5500,1915,3159,1769,2,7,4,1,1,1,1,None
3893,308.9,3885,6000,1959,2148,1064,1,5,2,1,0,1,1,None
3894,590.2,7424,8637,1950,5242,2246,1,7,2,1,1,1,2,None
3895,333.4,4194,4412,1929,2551,1404,2,6,3,1,0,1,0,None
3896,311.4,3917,5304,1955,2379,1189,1,6,3,1,1,1,1,None
3897,336.7,4235,3700,1950,2304,1120,1,6,3,1,1,1,0,None
3898,649.6,8171,19015,1899,3575,2921,2,9,5,3,1,1,3,None
3899,453.5,5705,6375,1887,3288,1917,2,7,6,1,1,1,0,Recent
3900,376.4,4735,7293,1920,2749,1553,2,8,4,1,1,1,0,Old
3901,343,4314,3637,1940,2332,1464,2,7,3,1,1,1,0,None
3902,366.5,4610,6041,1950,2486,1148,1,6,2,1,0,1,1,None
3903,454.5,5717,10405,1900,3684,1956,2,8,3,1,1,1,1,None
3904,376.4,4735,6045,1900,2250,1360,2,7,3,1,1,1,1,None
3905,386.1,4857,5718,1912,2382,1406,2,7,4,2,0,1,0,None
3906,413.9,5206,7875,1890,4203,2408,2,8,4,2,0,1,0,None
3907,460.1,5788,9716,1864,3428,2036,2,9,4,1,1,1,0,Recent
3908,713.3,8973,10150,1900,5977,3393,2,10,7,2,2,1,1,Recent
3909,375.9,4728,7325,1920,2319,1541,2,7,3,1,0,1,1,None
3910,730.1,9184,8631,1907,5722,3250,2,12,5,2,1,1,2,None
3911,493.68,6210,5500,1920,3731,2344,2,7,3,2,1,1,1,Recent
3912,599.7,7544,8040,1886,5406,3112,2,12,4,1,1,1,1,None
3913,420.1,5284,5554,1930,3004,1488,2,6,3,1,1,1,1,None
3914,488,6139,4479,1907,4023,2324,2,9,3,1,1,1,1,None
3915,571.4,7188,6375,1887,3576,1946,2,7,5,2,1,1,1,None
3916,349.5,4396,4779,1955,2680,1414,1.5,6,3,1,1,1,1,None
3917,300.4,3779,5000,1955,1976,988,1,5,3,1,1,1,1,None
3918,342.1,4303,3612,1931,2674,1576,2,6,3,1,1,1,1,None
3919,382.7,4814,7154,1895,3053,1622,2,8,3,1,1,1,0,None
3920,533.7,6713,11714,1900,3305,2041,1.5,7,3,1,1,1,0,Recent
3921,366.2,4606,4205,1930,2396,1472,2,7,4,1,0,1,1,None
3922,385.6,4850,5682,1930,4368,2039,1,9,4,2,0,1,0,None
3923,321.3,4041,6300,1950,2594,1237,1,5,2,1,1,1,1,None
3924,537.4,6760,5261,1900,5301,2773,2,9,4,1,1,1,1,Recent
3925,269.2,3386,3800,1930,1956,936,1,5,2,1,0,1,0,None
3926,457.6,5756,4622,1925,4100,2303,2,7,3,2,1,1,2,Old
3927,386.1,4857,5500,1932,3410,1383,1,9,4,2,0,1,1,Recent
3928,414.5,5214,8125,1910,3054,1988,2,6,3,1,0,1,1,Old
3929,449.9,5659,7740,1988,2950,1700,2,7,3,2,2,1,1,None
3930,396.2,4984,4350,1932,2605,1464,2,7,3,1,0,1,1,None
3931,511.6,6435,9643,1910,4246,2485,2,9,5,2,0,1,1,None
3932,534.2,6720,11700,1880,4521,2642,2,10,4,1,1,1,1,None
3933,416.3,5237,6375,1895,4478,2588,2,11,5,1,0,1,0,None
3934,390.4,4911,9503,1910,2518,1258,1.5,6,3,2,0,1,1,Recent
3935,295.8,3721,3662,1929,1900,925,1,5,2,1,0,1,0,Old
3936,439.5,5528,7471,1950,3566,2166,2,6,4,2,0,1,0,None
3937,339.1,4265,6250,1889,2628,1516,2,6,2,1,1,1,0,None
3938,553.8,6966,9126,1963,3570,2122,2,8,3,1,1,1,2,None
3939,310.5,3906,5000,1958,2148,936,1,4,2,1,0,1,1,None
3940,455.1,5725,10498,1920,2848,1776,2,8,3,2,0,1,0,Old
3941,470.9,5923,12606,1880,4031,2070,2,9,4,1,1,1,1,None
3942,545.1,6857,10416,1900,4510,2840,2,8,4,1,1,1,1,None
3943,359.9,4527,4524,1930,2567,1664,2,8,4,1,1,1,0,None
3944,261.7,3292,3800,1965,2112,1056,1,5,2,1,0,1,1,None
3945,618.4,7779,10167,1910,4928,2821,2,9,5,2,1,1,1,Recent
3946,422.5,5315,8400,1905,3072,1946,2,7,4,1,0,1,0,None
3947,375,4717,6100,1900,3066,1871,2,7,4,1,1,1,1,None
3948,318,4000,5500,1920,3056,1383,1,5,2,1,0,1,0,None
3949,383.3,4821,4650,1930,3090,1632,2,8,4,2,1,1,1,None
3950,319.1,4014,6375,1880,2014,1271,2,6,3,1,1,1,0,None
3951,328.4,4131,6375,1964,2592,1387,1.5,6,2,2,1,1,1,None
3952,336.4,4231,2691,1925,3069,1733,2,8,4,1,1,1,0,None
