TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemCluster,DemAge,DemMedHomeValue,DemPctVeterans,DemMedIncome,StatusCat96NK_E,StatusCat96NK_F,StatusCat96NK_L,StatusCat96NK_N,StatusCat96NK_S,DemHomeOwner_U,DemGender_M,DemGender_U
1,8696,11.0,3,17,1,4,10.0,11.0,13.0,11.0,4,93,28,49,89,6,16,27,0,40,,59000.0,39,54217.0,0,0,0,0,0,0,0,0
0,112889,,2,3,0,0,20.0,13.5,10.67,,15,44,11,27,30,5,5,12,0,51,43.0,27800.0,27,0.0,0,0,0,0,0,1,1,0
0,112897,,1,18,1,12,25.0,25.0,14.56,25.0,21,126,13,32,79,6,15,32,1,39,55.0,44500.0,33,40180.0,0,0,0,0,0,0,0,0
1,115289,25.0,1,5,1,2,20.0,20.0,10.0,20.0,15,75,10,25,44,3,9,16,0,41,59.0,84800.0,28,42080.0,1,0,0,0,0,0,0,0
0,112919,,5,7,4,5,5.0,3.6,3.57,4.0,21,41,11,27,30,6,15,14,1,30,,28000.0,33,0.0,0,0,0,0,1,1,0,0
1,112943,12.0,9,48,7,25,13.0,12.44,8.73,11.71,19,129,12,32,85,5,16,33,1,35,61.0,85500.0,42,63483.0,0,0,0,0,1,0,0,0
0,112939,,3,8,2,6,10.0,13.67,12.0,14.0,18,56,13,34,47,6,16,19,1,24,37.0,97400.0,46,63483.0,0,0,0,0,0,0,0,0
0,112954,,4,22,4,16,3.0,5.75,6.05,5.75,15,130,7,19,56,3,9,23,1,46,73.0,49400.0,32,41563.0,0,0,0,0,1,1,1,0
0,701,,6,27,4,14,50.0,30.0,23.89,26.25,6,121,27,47,124,10,21,46,1,45,,40700.0,30,0.0,0,0,0,0,1,1,0,0
0,112970,,2,13,0,7,14.0,12.0,11.23,,18,129,5,12,47,2,2,16,1,45,,25100.0,32,0.0,0,0,0,0,0,1,1,0
0,112834,,3,19,1,12,10.0,8.67,4.79,9.0,19,124,14,34,76,6,15,31,1,45,,50700.0,31,0.0,0,0,0,0,1,1,0,1
1,113045,25.0,1,3,0,1,25.0,25.0,16.67,,18,41,13,33,33,6,6,14,0,40,,69900.0,30,0.0,0,0,0,0,0,1,0,1
0,113064,,1,14,0,9,16.0,16.0,9.43,,17,105,11,28,63,4,4,24,1,28,,64000.0,29,35588.0,0,0,0,0,0,0,0,0
0,113071,,3,5,2,4,25.0,21.67,18.2,20.0,18,45,13,33,41,6,17,17,1,30,41.0,31500.0,21,28851.0,0,0,0,0,0,0,1,0
1,113096,10.0,3,7,2,5,15.0,13.33,9.29,15.0,17,81,13,32,48,6,15,19,1,30,79.0,35400.0,33,33428.0,0,0,0,0,1,0,0,0
0,113108,,2,2,0,0,16.0,13.0,13.0,,26,31,9,22,22,4,4,8,0,30,,27400.0,26,27027.0,0,0,0,0,0,1,1,0
0,113144,,2,8,1,4,16.0,20.5,12.25,25.0,26,68,12,34,54,5,16,23,1,11,,77600.0,37,0.0,0,0,0,0,0,1,1,0
0,113133,,2,2,1,1,17.0,16.0,16.0,15.0,18,33,10,25,23,4,10,9,0,28,44.0,47100.0,40,36756.0,0,0,0,0,0,0,0,0
1,113129,20.0,3,3,2,2,10.0,20.0,20.0,25.0,15,24,14,25,23,6,11,9,0,11,82.0,35900.0,37,36756.0,0,0,0,1,0,0,0,0
0,112658,,2,12,0,6,10.0,8.0,4.67,,19,81,14,34,56,6,6,20,1,17,,57400.0,62,40910.0,0,0,0,0,0,1,1,0
0,113217,,4,10,3,5,10.0,20.75,16.0,24.33,18,77,15,35,61,6,16,22,0,21,63.0,27900.0,33,37007.0,0,0,0,0,0,0,0,0
0,113203,,3,4,2,2,10.0,7.33,7.25,6.0,17,25,13,24,23,6,11,9,0,18,85.0,51200.0,58,37007.0,0,0,0,1,0,0,0,0
0,113240,,2,13,1,4,15.0,15.5,11.38,15.0,15,76,13,34,61,6,16,23,0,32,61.0,36400.0,38,21692.0,0,0,0,0,0,0,0,0
0,113267,,1,1,0,0,15.0,15.0,15.0,,20,20,10,16,15,4,4,5,0,31,73.0,35700.0,34,29305.0,0,1,0,0,0,0,1,0
0,113264,,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,14,12,4,6,5,0,30,82.0,40400.0,40,29305.0,0,1,0,0,0,0,1,0
1,113312,5.0,5,14,4,12,7.0,6.0,5.21,6.25,17,122,10,27,54,5,14,26,1,23,74.0,122900.0,59,54178.0,0,0,0,0,0,0,0,0
0,113310,,1,6,0,3,15.0,15.0,8.17,,25,127,10,23,54,4,4,24,0,11,53.0,210200.0,36,54178.0,0,0,0,0,0,0,0,0
0,113168,,2,2,2,2,15.0,10.0,10.0,10.0,21,31,9,20,20,4,9,8,0,28,60.0,63300.0,49,0.0,0,0,0,0,0,1,0,0
1,30366,6.0,6,16,4,10,7.0,7.0,5.19,7.0,15,111,15,34,66,6,14,26,1,24,61.0,142900.0,46,54178.0,0,0,0,0,0,0,1,0
0,113332,,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,0,12,,0.0,0,0.0,0,1,0,0,0,1,0,1
1,136935,15.0,3,3,1,1,7.0,9.0,9.0,15.0,18,32,13,27,26,6,12,10,0,39,,45400.0,14,48504.0,0,0,0,0,0,1,0,0
1,113186,5.0,8,28,5,17,5.0,5.25,5.32,5.0,19,121,12,33,75,5,15,31,1,25,77.0,138500.0,25,0.0,0,0,0,0,1,1,1,0
0,113451,,2,11,0,4,15.0,14.0,7.91,,20,68,13,33,53,6,6,22,0,28,58.0,55200.0,37,40977.0,0,0,0,0,0,0,1,0
1,187495,17.0,5,6,4,5,20.0,14.2,14.0,14.75,16,32,6,13,14,1,5,5,1,35,,92200.0,43,0.0,1,0,0,0,0,1,1,0
1,113501,5.0,6,8,4,5,6.0,5.5,5.13,5.25,20,41,12,33,35,6,16,15,1,27,35.0,69300.0,29,43474.0,0,0,0,0,0,0,0,0
1,113354,20.0,4,33,4,17,10.0,15.0,10.88,15.0,22,129,12,33,86,5,15,32,1,16,42.0,46600.0,39,43474.0,0,0,0,0,0,1,0,0
1,113539,15.0,2,7,1,4,15.0,15.0,10.57,15.0,20,85,13,33,50,6,16,22,0,18,73.0,54100.0,39,47682.0,0,0,0,0,0,0,0,0
1,113261,7.0,7,13,5,8,9.0,8.43,7.62,8.0,15,77,14,34,58,6,16,22,1,31,,46600.0,32,0.0,0,0,0,0,0,1,1,0
1,113560,25.0,6,16,5,9,10.0,21.0,12.75,19.8,12,79,21,40,65,9,18,26,1,14,69.0,93000.0,33,68048.0,0,0,0,1,0,0,1,0
0,187947,,1,9,1,7,20.0,20.0,17.56,20.0,16,79,7,15,30,2,6,15,1,25,,85400.0,46,0.0,1,0,0,0,0,1,1,0
1,14000,12.0,6,16,2,3,12.0,13.17,11.06,15.5,8,87,36,55,77,9,19,26,1,14,76.0,153700.0,33,68048.0,0,0,0,0,0,0,0,0
1,113607,15.0,3,9,0,3,12.0,13.33,9.33,,19,102,13,33,60,6,6,25,0,36,,41500.0,34,39603.0,0,0,0,0,0,0,0,0
0,113594,,1,1,1,1,25.0,25.0,25.0,25.0,24,24,9,19,17,4,8,7,0,34,87.0,89700.0,36,39603.0,0,0,0,1,0,0,1,0
0,113601,,12,28,8,15,5.0,4.75,4.43,4.75,17,69,14,33,59,6,17,23,1,38,,52600.0,34,0.0,0,0,0,0,1,1,0,1
0,113637,,3,9,1,4,20.0,15.67,9.56,12.0,17,105,13,33,61,6,15,25,0,53,79.0,26800.0,37,29924.0,0,0,0,0,0,1,0,0
0,113712,,1,20,0,8,10.0,20.0,7.95,,17,75,12,33,58,5,5,23,1,27,55.0,55000.0,49,40929.0,0,0,0,0,0,0,0,0
1,113692,8.0,6,6,4,4,7.0,5.5,5.5,5.5,16,29,13,26,25,6,12,10,1,34,46.0,76300.0,29,40929.0,0,0,0,0,0,1,1,0
1,113690,10.0,1,1,1,1,20.0,20.0,20.0,20.0,21,21,10,17,15,4,7,6,0,27,54.0,53000.0,60,40929.0,0,1,0,0,0,0,1,0
1,113686,15.0,3,6,1,2,15.0,13.33,10.0,15.0,26,53,10,29,40,5,15,17,0,27,40.0,65700.0,42,40929.0,0,0,0,0,0,0,0,1
0,113733,,2,2,1,1,15.0,10.0,10.0,5.0,18,30,10,23,20,4,9,8,0,28,42.0,49300.0,64,36552.0,0,0,0,0,0,0,0,0
1,113728,15.0,1,1,0,0,15.0,15.0,15.0,,20,20,8,14,13,3,3,4,0,28,78.0,49300.0,64,36552.0,0,1,0,0,0,0,1,0
0,113783,,2,10,1,6,20.0,18.0,10.2,20.0,20,122,13,31,68,6,14,29,1,53,41.0,27800.0,34,33490.0,0,0,0,0,0,0,0,0
1,113805,20.0,2,11,0,7,20.0,19.0,10.95,,15,119,12,32,70,5,5,30,1,36,77.0,39200.0,42,38519.0,0,0,1,0,0,0,0,0
1,113736,20.0,4,5,1,2,10.0,12.5,12.0,10.0,18,45,12,32,38,6,15,15,0,35,40.0,70600.0,37,38519.0,0,0,0,0,0,1,0,0
1,113812,20.0,7,34,5,21,5.0,3.57,3.37,3.8,17,117,7,22,57,4,14,30,1,41,75.0,0.0,0,0.0,0,0,0,0,1,0,0,0
0,113830,,1,5,1,4,15.0,15.0,13.4,15.0,23,65,10,27,46,4,11,16,1,45,,25700.0,30,0.0,0,0,0,0,0,1,0,1
1,113838,8.0,4,18,3,10,8.0,8.0,6.33,8.0,17,105,7,20,60,3,8,21,1,53,,29500.0,30,0.0,0,0,0,0,1,1,0,0
1,113882,5.0,4,23,2,10,7.0,5.75,5.96,7.0,23,81,11,33,60,6,17,25,1,41,71.0,26000.0,25,35911.0,0,0,0,0,1,1,1,0
1,113891,11.0,7,13,7,10,10.0,10.43,8.54,10.43,17,56,12,29,47,5,15,18,1,45,41.0,29000.0,27,35268.0,1,0,0,0,0,0,1,0
0,113906,,2,2,1,1,20.0,17.5,17.5,15.0,18,27,11,25,21,5,12,10,0,41,78.0,46000.0,32,47861.0,0,0,0,0,0,0,1,0
0,113951,,1,14,0,5,25.0,25.0,6.57,,17,126,7,18,35,4,4,17,1,45,74.0,29000.0,38,41442.0,0,0,0,0,0,0,0,0
1,113502,7.0,6,8,4,5,10.0,6.5,5.88,6.0,17,41,14,35,36,6,16,15,0,28,37.0,23600.0,43,29659.0,0,0,0,0,0,0,0,0
0,113979,,5,17,3,10,20.0,12.0,10.71,10.0,18,122,14,33,78,6,16,33,1,46,40.0,49700.0,31,0.0,0,0,0,0,1,1,0,1
1,2889,3.0,5,22,3,12,3.0,3.4,3.18,3.67,5,128,21,32,52,8,13,17,1,48,81.0,20800.0,29,35250.0,0,0,0,0,1,0,0,0
1,9348,10.0,4,22,4,15,14.0,12.75,11.68,12.75,17,124,15,35,101,6,17,34,1,35,83.0,45000.0,34,53269.0,0,0,0,0,1,0,1,0
0,114109,,3,22,2,17,37.0,37.0,20.55,37.0,18,120,14,36,79,6,17,37,1,23,80.0,57900.0,53,53269.0,0,0,0,0,1,0,1,0
1,114539,12.0,6,7,5,5,10.0,10.83,10.14,11.0,16,33,13,31,32,6,15,13,1,53,41.0,45500.0,34,55526.0,0,0,0,0,1,0,0,0
0,114146,,1,17,0,9,25.0,25.0,13.65,,18,129,13,32,73,6,6,31,1,35,60.0,81900.0,31,0.0,0,0,0,0,0,1,0,0
0,114662,,1,9,1,6,15.0,15.0,6.67,15.0,21,81,11,29,54,5,13,21,1,26,17.0,82200.0,41,57204.0,0,0,0,0,0,0,0,0
1,83559,10.0,3,7,2,3,17.0,21.0,14.14,27.0,21,69,12,30,43,6,15,16,1,7,38.0,78000.0,28,57204.0,0,0,0,0,0,0,1,0
0,114221,,5,21,3,15,25.0,16.6,11.81,13.33,18,126,13,35,80,6,17,33,1,36,,38300.0,31,0.0,0,0,0,0,1,1,0,1
1,114208,50.0,3,9,1,5,30.0,23.33,15.56,30.0,15,73,13,35,57,6,17,22,1,41,63.0,39300.0,39,49614.0,0,0,0,0,0,1,1,0
0,114204,,2,5,2,3,10.0,16.0,13.4,16.0,15,40,13,33,37,6,16,15,0,39,49.0,41500.0,27,49614.0,0,0,0,0,0,1,0,0
1,114197,11.0,3,3,2,2,12.0,11.33,11.33,11.0,17,23,12,23,21,6,11,9,0,36,68.0,56600.0,42,49614.0,0,0,0,1,0,0,1,0
0,114238,,3,15,2,10,10.0,10.0,8.67,10.0,15,123,12,29,69,5,12,28,1,43,77.0,67600.0,34,48416.0,0,0,0,0,1,0,0,0
0,114268,,2,4,0,1,15.0,12.5,11.0,,18,53,11,28,37,5,5,14,0,39,33.0,47100.0,26,46817.0,0,0,0,0,0,0,0,0
1,114321,25.0,5,9,3,4,20.0,18.6,15.0,18.67,15,40,14,33,35,6,14,13,0,40,,73700.0,33,60608.0,0,0,0,0,0,0,1,0
1,114339,10.0,3,9,1,3,15.0,11.0,7.89,15.0,22,94,12,32,54,6,15,23,0,51,56.0,20400.0,30,0.0,0,0,0,0,0,1,0,0
0,114374,,2,11,0,5,25.0,25.0,16.36,,18,109,13,33,73,6,6,30,1,40,65.0,56900.0,42,45785.0,0,0,0,0,0,0,1,0
0,114367,,2,12,0,6,15.0,15.5,10.5,,19,105,13,29,62,6,6,23,1,39,71.0,55000.0,39,45785.0,0,0,0,0,1,0,0,0
0,114362,,2,8,1,5,30.0,27.5,14.88,25.0,17,79,13,35,57,6,17,24,0,49,72.0,59500.0,41,0.0,0,0,0,0,0,1,1,0
0,114398,,2,4,0,1,17.0,13.5,10.25,,18,57,12,31,38,6,6,15,0,49,,39700.0,32,0.0,0,0,0,0,0,1,1,0
0,114411,,3,3,2,2,20.0,21.67,21.67,22.5,17,27,13,27,27,6,13,11,1,36,,32800.0,27,0.0,0,0,0,0,0,1,0,0
0,14770,,2,21,1,11,10.0,11.0,9.14,10.0,14,130,28,44,114,6,13,32,1,34,83.0,122300.0,42,43426.0,0,0,0,0,0,0,0,0
1,114438,20.0,2,4,0,2,20.0,15.0,11.5,,17,44,12,32,35,6,6,15,0,39,71.0,49800.0,18,44487.0,0,0,0,0,0,0,1,0
0,114424,,2,5,2,3,15.0,15.0,10.6,15.0,23,44,12,34,39,6,17,17,0,34,,122300.0,42,0.0,0,0,0,0,0,1,1,0
0,114435,,3,4,1,1,10.0,17.33,15.5,20.0,18,32,13,27,26,6,12,10,0,34,,0.0,0,0.0,0,0,0,0,0,1,0,1
0,114451,,0,10,0,4,18.0,0.0,11.2,,27,112,9,9,66,4,4,30,0,43,83.0,52900.0,29,0.0,0,0,0,0,0,1,0,1
0,114472,,2,13,1,11,17.0,16.0,6.96,15.0,18,124,13,34,69,6,16,30,1,30,56.0,39100.0,20,38647.0,0,0,0,0,0,0,0,0
0,114531,,5,13,4,7,5.0,5.0,4.77,5.0,19,65,11,31,48,6,16,20,1,30,74.0,23700.0,45,25853.0,0,0,0,0,0,0,0,0
0,114552,,1,9,1,5,15.0,15.0,11.0,15.0,21,98,12,31,61,6,15,25,0,26,77.0,68800.0,41,0.0,0,0,0,0,0,1,0,0
1,114579,10.0,1,6,0,5,17.0,17.0,13.17,,18,113,12,27,53,5,5,23,0,24,75.0,63300.0,47,61722.0,0,0,0,0,0,0,1,0
0,114598,,5,15,3,8,7.0,6.4,6.33,6.33,18,110,13,31,66,6,15,26,1,30,53.0,36900.0,28,32077.0,0,0,0,0,0,0,0,0
0,114613,,3,17,1,5,11.0,12.33,7.88,10.0,26,105,5,21,37,2,10,14,0,31,78.0,32500.0,30,38551.0,0,0,0,0,0,0,1,0
0,114645,,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,0,16,67.0,57300.0,45,39333.0,0,0,0,1,0,0,1,0
0,114657,,2,2,1,1,25.0,25.0,25.0,25.0,26,29,11,26,23,5,12,10,0,26,64.0,57900.0,51,42335.0,0,0,0,0,0,0,1,0
1,75105,15.0,3,8,1,5,10.0,13.33,10.94,15.0,18,92,12,31,62,6,15,29,0,24,70.0,68900.0,43,42335.0,0,0,0,0,0,0,1,0
1,114676,20.0,2,6,1,4,20.0,20.0,15.33,20.0,24,76,11,31,53,6,15,20,0,35,45.0,106200.0,37,0.0,0,0,0,0,0,1,0,1
0,114688,,1,5,0,3,15.0,15.0,9.6,,17,56,12,27,39,6,6,16,1,25,56.0,67000.0,14,67341.0,0,0,0,0,0,0,1,0
1,114721,15.0,1,3,1,2,15.0,15.0,11.67,15.0,18,45,11,26,30,4,10,11,0,26,,104000.0,34,0.0,0,0,0,0,0,1,0,1
1,114747,20.0,1,7,0,2,20.0,20.0,7.43,,16,112,12,29,53,5,5,21,0,24,39.0,159900.0,41,53769.0,0,0,0,0,0,0,1,0
0,114760,,1,2,0,1,16.0,16.0,13.0,,25,55,9,22,30,4,4,12,0,24,63.0,104800.0,45,95597.0,0,0,0,0,0,0,0,0
0,114799,,3,14,2,9,10.0,13.0,9.0,12.5,16,113,12,33,72,5,15,28,1,18,,69400.0,31,0.0,0,0,0,0,0,1,0,0
1,114803,20.0,3,6,2,4,20.0,10.0,6.33,5.0,15,67,12,26,40,5,11,16,1,24,,91100.0,43,0.0,0,0,0,0,1,1,0,0
0,114823,,2,20,1,14,10.0,9.0,6.2,8.0,18,128,11,24,67,4,9,27,1,45,,36000.0,31,0.0,0,0,0,0,0,1,0,1
0,114830,,6,26,4,18,10.0,10.0,12.58,10.0,19,129,13,35,85,6,17,33,1,48,58.0,69100.0,43,37156.0,0,0,0,0,1,0,0,0
1,114828,4.0,9,47,7,25,3.0,3.44,3.15,3.29,21,130,9,28,74,5,16,33,1,48,,44000.0,41,37156.0,0,0,0,0,1,1,0,1
0,114843,,1,1,1,1,18.0,18.0,18.0,18.0,16,16,11,16,13,4,6,5,0,43,,30000.0,28,0.0,0,1,0,0,0,1,0,0
1,114873,10.0,3,16,0,6,20.0,14.33,7.53,,17,128,13,32,66,6,6,29,1,48,,55300.0,42,35118.0,0,0,0,0,1,0,0,1
0,114851,,4,7,3,3,5.0,5.5,5.14,5.67,18,28,13,25,24,6,12,10,1,48,65.0,56400.0,45,35118.0,0,0,0,0,0,0,1,0
1,114912,25.0,6,26,5,16,22.0,23.17,16.65,23.4,15,123,14,34,83,6,17,35,1,38,,62200.0,28,39948.0,0,0,0,0,1,1,0,0
0,114953,,3,9,2,5,25.0,27.33,18.0,28.5,18,76,13,35,57,6,17,23,0,39,,54200.0,36,38578.0,0,0,0,0,0,1,0,0
1,114942,20.0,2,2,2,2,20.0,12.5,12.5,12.5,16,28,11,23,22,5,10,9,0,36,75.0,32500.0,22,38578.0,0,0,0,0,0,0,0,0
0,114931,,8,11,4,4,5.0,5.25,5.09,5.75,16,28,15,28,27,6,12,10,1,36,37.0,35600.0,31,38578.0,0,0,0,0,0,1,0,0
1,2867,13.0,3,4,1,2,10.0,11.67,11.25,15.0,8,21,25,33,31,11,15,13,1,43,,47600.0,38,0.0,0,0,0,1,0,1,0,0
0,115091,,5,8,5,6,25.0,37.4,27.88,37.4,19,51,14,35,48,6,17,20,1,41,53.0,29800.0,28,37794.0,0,0,0,0,0,0,1,0
0,115060,,3,10,2,6,10.0,8.33,9.5,7.5,18,69,13,32,56,6,15,21,1,36,,44300.0,27,0.0,0,0,0,0,1,1,1,0
0,115083,,2,19,0,10,10.0,10.0,8.68,,19,125,11,30,72,4,4,28,1,51,63.0,28800.0,32,26774.0,0,0,0,0,0,0,0,0
1,115094,38.0,3,9,2,4,24.0,20.0,14.89,19.0,24,75,11,33,52,6,17,23,1,37,,52100.0,40,0.0,0,0,0,0,0,1,0,1
1,115088,17.0,3,4,3,4,15.0,9.0,8.0,9.0,20,41,12,31,33,5,13,13,1,37,77.0,58600.0,71,37823.0,0,0,0,0,0,0,0,0
0,115115,,3,10,0,2,18.0,18.0,10.7,,21,57,12,34,47,6,6,21,1,43,38.0,31900.0,30,0.0,0,0,0,0,0,1,0,1
0,115125,,5,7,4,5,17.0,14.4,12.14,15.5,20,55,14,31,42,6,14,16,1,51,,26000.0,30,0.0,0,0,0,0,0,1,0,0
0,36512,,2,2,1,1,15.0,14.0,14.0,13.0,16,20,12,19,17,5,8,7,0,19,38.0,24900.0,13,30833.0,0,0,0,1,0,0,1,0
1,115179,10.0,2,2,0,0,20.0,15.0,15.0,,15,31,11,25,23,5,5,10,0,40,31.0,66000.0,38,56348.0,0,0,0,0,0,0,0,0
1,115166,5.0,4,7,2,4,5.0,7.75,6.57,8.5,7,41,15,35,38,7,16,15,0,34,,68300.0,26,0.0,0,0,0,0,0,1,0,0
1,115188,16.0,4,4,3,3,10.0,10.5,10.5,11.67,16,24,14,24,25,6,11,9,1,53,61.0,16000.0,41,32072.0,0,0,0,1,0,0,0,0
0,115204,,2,9,0,5,25.0,19.0,13.44,,18,104,13,30,61,6,6,26,1,51,44.0,22300.0,30,0.0,0,0,0,0,0,1,1,0
0,115212,,2,8,0,4,20.0,15.0,7.75,,15,113,13,31,58,5,5,23,0,45,,34300.0,28,0.0,0,0,0,0,0,1,0,1
0,189631,,2,2,2,2,21.0,18.0,18.0,18.0,20,23,12,23,21,6,11,9,0,36,76.0,40400.0,27,0.0,0,0,0,1,0,1,0,0
0,115227,,3,4,1,2,20.0,18.67,16.5,16.0,20,42,12,32,32,6,15,14,0,51,59.0,19100.0,36,0.0,0,0,0,0,0,1,0,0
0,10527,,4,34,3,13,10.0,13.0,9.71,13.33,5,102,30,51,113,7,18,32,1,51,,27900.0,31,0.0,0,0,0,0,1,1,0,0
0,115269,,6,7,2,3,5.0,4.67,4.71,4.0,15,41,13,33,34,6,15,14,1,43,39.0,28200.0,31,38605.0,0,0,0,0,0,1,1,0
0,115430,,1,17,0,10,10.0,10.0,3.53,,18,113,5,12,43,2,2,21,1,43,78.0,56200.0,34,35896.0,0,0,0,0,0,1,1,0
0,115334,,4,6,1,2,15.0,13.5,12.5,15.0,18,42,13,34,37,6,16,15,0,41,,54200.0,0,0.0,0,0,0,0,0,1,0,0
0,115329,,1,24,0,15,12.0,12.0,7.21,,18,127,12,27,72,5,5,32,1,37,75.0,33900.0,32,35876.0,0,0,0,0,0,0,0,0
0,115314,,2,6,0,0,20.0,17.0,12.5,,19,56,13,34,48,6,6,18,0,36,43.0,43600.0,29,35876.0,0,0,0,0,0,0,0,0
1,112944,15.0,3,12,2,9,14.0,12.67,7.08,12.0,18,128,14,32,53,6,14,22,1,22,37.0,68400.0,25,35876.0,0,0,0,0,1,1,0,0
1,115341,20.0,3,3,2,2,10.0,11.67,11.67,15.0,21,28,7,19,19,4,10,8,1,51,69.0,21800.0,37,35560.0,0,0,0,0,0,1,0,0
1,115346,25.0,2,5,1,4,15.0,12.0,9.4,15.0,24,52,11,31,40,6,15,17,1,51,55.0,25100.0,30,34167.0,0,0,0,0,0,0,0,0
0,115384,,3,4,1,1,15.0,15.0,13.75,20.0,19,28,8,23,21,4,12,10,0,49,52.0,42300.0,34,37917.0,0,0,0,0,0,1,1,0
1,115398,5.0,6,13,5,8,5.0,5.33,5.08,5.0,16,64,13,32,49,6,17,21,1,45,68.0,33800.0,29,35020.0,0,0,0,0,0,0,0,0
0,115407,,2,3,2,2,20.0,12.5,10.33,12.5,19,29,12,25,24,6,12,10,0,45,41.0,36200.0,35,32230.0,0,0,0,0,0,0,0,0
1,115311,4.0,10,12,5,5,7.0,4.0,3.75,3.4,15,44,14,32,34,6,15,14,1,51,30.0,30300.0,31,32500.0,0,0,0,0,1,1,0,0
1,115431,5.0,5,20,2,11,6.0,5.8,4.8,6.0,18,119,13,31,72,5,12,27,1,36,69.0,38900.0,25,35944.0,0,0,0,0,1,0,1,0
0,112118,,0,1,0,0,20.0,0.0,20.0,,19,19,10,10,12,4,4,4,0,43,,21700.0,29,0.0,0,1,0,0,0,1,0,0
0,188828,,5,16,3,7,10.0,25.6,20.06,23.33,5,111,18,40,81,8,19,32,0,53,51.0,21700.0,30,0.0,0,0,0,0,0,1,0,1
0,115442,,1,1,0,0,20.0,20.0,20.0,,16,16,12,17,14,5,5,6,0,48,,16700.0,32,30042.0,0,1,0,0,0,1,1,0
0,115499,,2,14,1,10,25.0,22.5,11.79,25.0,17,126,13,34,78,6,16,33,1,43,53.0,36400.0,33,30878.0,0,0,0,0,0,1,0,0
0,115528,,0,4,0,1,15.0,0.0,13.75,,16,63,12,12,50,4,4,16,0,35,42.0,107400.0,0,78206.0,0,0,0,0,0,0,1,0
0,12350,,3,8,1,4,50.0,83.33,55.63,100.0,19,89,28,50,85,6,17,27,0,35,47.0,107400.0,0,78206.0,0,0,0,0,0,0,1,0
1,1254,30.0,1,3,0,1,25.0,25.0,25.0,,26,56,11,27,36,4,4,14,0,14,49.0,110200.0,22,76187.0,0,0,0,0,0,0,1,0
1,115626,15.0,2,7,1,4,20.0,15.0,27.14,10.0,18,75,14,34,60,6,15,21,1,44,58.0,69400.0,25,60673.0,0,0,0,0,1,0,1,0
1,106719,10.0,5,29,1,14,10.0,10.0,8.98,10.0,25,130,12,34,82,6,17,33,1,8,37.0,30100.0,34,43216.0,0,0,0,0,1,1,0,0
1,115676,20.0,4,9,2,6,15.0,15.0,14.22,12.5,23,90,12,34,61,6,17,25,1,36,,34000.0,36,0.0,0,0,0,0,0,1,0,1
1,188385,5.0,2,3,2,2,5.0,20.0,15.0,20.0,6,28,20,33,31,8,15,13,1,41,81.0,26200.0,25,43216.0,0,0,0,0,0,0,0,0
0,21720,,2,3,0,1,15.0,12.5,11.67,,25,44,8,20,26,4,4,10,0,37,37.0,223800.0,33,83154.0,0,0,0,0,0,1,1,0
0,6411,,2,11,2,7,25.0,25.0,18.82,25.0,23,93,26,45,96,6,16,28,1,14,69.0,98800.0,15,0.0,0,0,0,0,0,1,0,1
1,117137,10.0,4,4,4,4,10.0,9.0,9.0,9.0,16,29,15,28,27,6,12,10,1,20,31.0,98800.0,27,103275.0,0,0,0,0,0,0,1,0
0,115729,,1,4,0,2,15.0,15.0,9.0,,15,44,9,25,33,3,3,12,0,14,58.0,98800.0,15,103275.0,1,0,0,0,0,0,1,0
0,115723,,1,1,0,0,25.0,25.0,25.0,,20,20,11,18,15,5,5,7,0,12,56.0,148900.0,16,103275.0,0,1,0,0,0,0,0,0
0,1985,,2,34,2,21,11.0,10.5,10.03,10.5,24,125,16,35,95,7,16,35,1,35,51.0,140700.0,31,94179.0,0,0,0,0,0,0,1,0
1,117383,21.0,1,1,0,0,15.0,15.0,15.0,,16,16,10,15,12,4,4,5,0,16,49.0,0.0,48,0.0,0,1,0,0,0,0,0,0
1,115823,15.0,2,6,1,3,15.0,13.0,6.5,11.0,19,100,12,30,47,4,11,17,1,14,,101100.0,20,54137.0,0,0,0,0,0,0,1,0
1,191528,20.0,2,4,0,1,16.0,13.0,8.5,,18,52,12,27,35,6,6,15,0,0,56.0,81400.0,28,54137.0,0,0,0,0,0,1,0,0
1,115833,5.0,6,13,1,4,5.0,5.33,4.69,5.0,15,74,7,25,48,3,10,17,1,5,66.0,81800.0,42,41732.0,0,0,0,0,1,0,1,0
0,115829,,5,5,1,1,10.0,10.8,10.8,12.0,18,32,12,30,29,6,15,13,1,8,65.0,63200.0,24,41732.0,0,0,0,0,1,0,1,0
0,115901,,6,19,5,15,11.0,11.33,8.42,11.4,23,126,13,33,73,6,17,32,1,12,78.0,86700.0,29,57270.0,0,0,0,0,1,1,0,0
0,115889,,3,7,3,6,10.0,10.0,10.14,10.0,15,81,13,31,55,6,13,20,1,14,50.0,150800.0,30,57270.0,0,0,0,0,0,0,1,0
