TARGET_B,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemAge,DemMedHomeValue,DemPctVeterans,DemMedIncome,StatusCat96NK_E,StatusCat96NK_F,StatusCat96NK_L,StatusCat96NK_N,StatusCat96NK_S,DemHomeOwner_U,DemGender_M,DemGender_U,DemMedIncome_Missing,DemCluster10,DemCluster44,DemCluster30,DemCluster41,DemCluster32,DemCluster47,DemCluster40,DemCluster49,DemCluster13
1,1.62924053973028,1.62924053973028,1.410986973710262,1.410986973710262,2.2082744135228043,2.066862759472976,2.066862759472976,2.028148247292285,2.89591193827178,3.4688560301359703,12,27,26,6,13,11,1,39.0,76000.0,60,53377.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,1.410986973710262,0.7419373447293773,0.7419373447293773,2.312535423847214,2.131796772013764,2.028148247292285,2.2082744135228043,2.778819271990417,3.529297384289471,13,29,26,6,13,11,0,40.0,105500.0,33,63761.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.0953101798043249,0.0953101798043249,0.0953101798043249,0.0953101798043249,3.0007198150650303,3.0007198150650303,3.0007198150650303,3.0007198150650303,2.8390784635086144,2.8390784635086144,11,16,14,5,7,6,0,44.0,43700.0,37,44238.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,2.4932054526026954,0.0953101798043249,1.8082887711792652,3.0007198150650303,2.9668182633893485,2.457877977400081,3.0007198150650303,2.8390784635086144,4.467056883858457,8,28,51,4,14,22,1,57.0,58500.0,24,55086.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.410986973710262,2.778819271990417,1.1314021114911006,2.091864061678393,2.312535423847214,3.106826321059578,2.4239173781615704,3.125443880075649,2.091864061678393,4.86830338551846,30,51,92,7,18,36,1,81.0,51400.0,31,53894.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1.410986973710262,3.0007198150650303,1.410986973710262,2.778819271990417,2.312535423847214,2.122261538862764,1.6863989535702286,2.122261538862764,2.8390784635086144,4.821087692210561,14,31,71,6,15,30,1,62.5,44600.0,35,52102.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,0.7419373447293773,0.0953101798043249,0.0953101798043249,3.1822118404966093,2.8390784635086144,2.8390784635086144,2.312535423847214,2.89591193827178,3.370738174177447,12,26,23,6,13,11,0,59.0,65300.0,28,56677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.091864061678393,3.095577608523707,1.1314021114911006,1.9600947840472696,2.2082744135228043,1.9782390361706728,1.900613874140137,1.912501086924184,2.8390784635086144,4.206184043977636,13,33,57,6,16,22,1,81.0,60400.0,31,48462.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,2.4069451083182885,3.370738174177447,1.62924053973028,1.9600947840472696,2.714694743820879,2.276241117654444,2.2417729535972883,2.2925347571405443,1.8082887711792652,4.489759334476764,29,51,90,11,22,33,1,81.0,53000.0,34,49487.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1.410986973710262,2.312535423847214,0.0953101798043249,1.410986973710262,2.6461747973841225,2.5726122302071057,2.122261538862764,2.4932054526026954,2.778819271990417,4.478472532942134,14,31,57,6,13,20,1,58.5,53000.0,34,53513.457361167966,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,2.091864061678393,3.4372078191851885,1.62924053973028,2.778819271990417,2.2082744135228043,2.028148247292285,1.6845453849209058,1.9315214116032136,2.89591193827178,4.86830338551846,29,49,108,6,17,33,1,74.0,53400.0,36,50449.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.410986973710262,3.4372078191851885,1.1314021114911006,2.714694743820879,1.62924053973028,1.410986973710262,1.1817271953786164,1.4883995840570443,2.778819271990417,4.86830338551846,6,15,50,3,7,19,1,60.0,79700.0,24,50449.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0953101798043249,1.410986973710262,-2.302585092994045,0.7419373447293773,2.714694743820879,2.714694743820879,2.151762203259462,2.091864061678393,3.261935314328648,4.144720769547168,9,27,37,4,4,14,0,43.0,57800.0,49,59670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,3.0492730404820207,0.0953101798043249,2.2082744135228043,2.6461747973841225,2.5726122302071057,2.149433913499871,2.6461747973841225,2.778819271990417,4.616110126026426,13,32,72,5,13,25,1,46.0,87000.0,45,59670.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,2.4932054526026954,-2.302585092994045,2.091864061678393,2.714694743820879,2.533696813957432,1.7369512327330598,2.1615973996930684,2.778819271990417,4.852811208902689,11,28,66,4,4,26,1,42.0,59300.0,37,44209.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1.8082887711792652,3.1822118404966093,1.1314021114911006,2.5726122302071057,1.410986973710262,1.4883995840570443,1.3270750014599193,1.410986973710262,2.89591193827178,4.796616650559047,10,31,70,5,15,30,1,42.0,29500.0,27,44375.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,2.714694743820879,0.0953101798043249,1.9600947840472696,2.714694743820879,2.714694743820879,1.851599469584072,2.714694743820879,2.9496883350525844,4.710430696645584,13,32,65,6,15,27,1,54.0,38100.0,28,47125.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1.8082887711792652,3.740047740688336,1.1314021114911006,2.778819271990417,2.714694743820879,2.8864752876170416,2.365559892155434,3.033509637888021,1.410986973710262,4.710430696645584,32,53,136,17,27,51,1,63.0,40400.0,28,48750.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0.7419373447293773,1.9600947840472696,-2.302585092994045,1.1314021114911006,3.0492730404820207,2.9496883350525844,2.3804716316511167,2.8678989020441064,2.89591193827178,4.511957804265912,7,27,45,4,4,21,1,49.0,41800.0,23,52321.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.62924053973028,2.8390784635086144,1.1314021114911006,2.2082744135228043,2.091864061678393,2.091864061678393,1.7173950539391925,2.091864061678393,2.778819271990417,4.821087692210561,12,26,59,5,12,26,1,49.0,33100.0,31,45486.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1,1.62924053973028,3.095577608523707,1.1314021114911006,2.4069451083182885,1.62924053973028,2.163323025660538,1.80005827204275,2.312535423847214,2.9496883350525844,4.779963476361254,12,31,69,6,17,33,1,53.0,59500.0,25,50638.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-2.302585092994045,2.2082744135228043,-2.302585092994045,1.1314021114911006,-2.302585092994045,-2.302585092994045,2.6224923127405635,2.6619665279224902,1.62924053973028,4.395682961121367,28,28,76,5,5,20,1,59.15084489627696,42400.0,33,49831.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,0.7419373447293773,0.0953101798043249,0.0953101798043249,3.0007198150650303,2.533696813957432,2.533696813957432,1.62924053973028,2.9496883350525844,3.370738174177447,10,21,21,3,8,7,0,83.0,20500.0,27,38934.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,2.778819271990417,0.0953101798043249,1.9600947840472696,2.714694743820879,2.465553921272185,2.194999882314108,2.312535423847214,2.89591193827178,4.35799005684564,26,46,97,11,20,38,1,58.0,26600.0,0,39250.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.8082887711792652,2.89591193827178,1.62924053973028,2.2082744135228043,1.8082887711792652,1.410986973710262,1.340250422618484,1.4586150226995167,2.8390784635086144,4.370712874773608,13,28,55,6,14,22,1,80.0,30300.0,30,44375.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,2.5726122302071057,0.0953101798043249,2.091864061678393,2.312535423847214,2.8195915758351178,2.4997952622817508,3.0007198150650303,3.261935314328648,4.728272383122075,9,30,69,4,14,29,1,70.0,43800.0,38,45199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0953101798043249,0.0953101798043249,0.0953101798043249,0.0953101798043249,3.2228678461377385,3.2228678461377385,3.2228678461377385,3.2228678461377385,3.1822118404966093,3.1822118404966093,9,19,17,4,8,7,0,75.0,43000.0,22,44543.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,3.0007198150650303,0.0953101798043249,1.8082887711792652,1.62924053973028,2.2793164660546914,2.0347056478384444,2.312535423847214,1.410986973710262,4.829113417472866,35,52,93,6,15,30,0,63.5,73400.0,38,47210.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
0,1.62924053973028,3.095577608523707,1.1314021114911006,2.778819271990417,2.778819271990417,2.778819271990417,2.3174737054877963,2.778819271990417,2.714694743820879,4.829113417472866,13,35,86,6,17,33,1,54.0,67500.0,37,53513.457361167966,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0,1.410986973710262,3.0492730404820207,-2.302585092994045,2.312535423847214,2.312535423847214,2.180417459019838,1.3029127521808397,2.0496264566006506,2.89591193827178,4.754451888703846,12,34,69,6,6,32,1,7.0,26400.0,38,45742.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.9600947840472696,3.0007198150650303,1.62924053973028,2.312535423847214,1.410986973710262,1.444563269243866,1.308332819650179,1.410986973710262,2.778819271990417,4.044804116661965,7,17,33,3,9,13,1,74.0,28000.0,31,53513.457361167966,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1.9600947840472696,2.312535423847214,1.1314021114911006,1.410986973710262,1.1314021114911006,1.175573329804238,1.2809338454620642,1.2325602611778486,2.89591193827178,3.716008121502189,11,32,34,6,16,15,1,70.5,64200.0,25,52736.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,2.4932054526026954,0.7419373447293773,2.2082744135228043,2.89591193827178,2.89591193827178,2.4865719291070616,2.89591193827178,3.2228678461377385,4.533674184283021,11,33,66,6,17,27,1,75.0,35900.0,30,51125.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.8082887711792652,3.0492730404820207,1.62924053973028,2.4932054526026954,1.62924053973028,1.691939133945844,1.6563214983329506,1.62924053973028,3.095577608523707,4.837075242970874,11,32,69,5,15,31,1,70.0,68700.0,23,54828.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0.7419373447293773,2.4932054526026954,0.0953101798043249,1.9600947840472696,2.312535423847214,2.312535423847214,1.9242486522741336,2.312535423847214,2.714694743820879,4.522874943261261,13,31,52,5,13,21,1,62.0,81400.0,15,52436.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,0.7419373447293773,-2.302585092994045,-2.302585092994045,3.0007198150650303,2.714694743820879,2.714694743820879,2.8678989020441064,2.89591193827178,3.40452517175483,10,24,21,4,4,9,0,49.0,50000.0,33,41420.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0953101798043249,2.6461747973841225,-2.302585092994045,1.1314021114911006,2.9496883350525844,2.9496883350525844,2.468946630209271,2.533696813957432,3.2228678461377385,4.467056883858457,12,26,49,5,5,19,0,55.0,49000.0,0,40043.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.62924053973028,3.0492730404820207,1.1314021114911006,2.4932054526026954,2.312535423847214,2.312535423847214,2.0373166153791646,2.312535423847214,1.62924053973028,4.728272383122075,35,56,96,10,20,33,1,81.0,40300.0,34,43797.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.62924053973028,2.714694743820879,1.62924053973028,2.312535423847214,2.778819271990417,2.617395832834079,2.382320061012899,2.617395832834079,2.8390784635086144,4.160444363926624,13,32,53,6,17,23,1,68.0,47600.0,31,43797.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.8082887711792652,4.220977213155467,1.1314021114911006,2.714694743820879,1.62924053973028,2.050270164379556,3.1759683238569245,2.005525858729668,2.4069451083182885,4.860587297852597,34,53,144,7,17,37,1,37.0,47600.0,31,43797.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.410986973710262,3.095577608523707,1.1314021114911006,2.312535423847214,2.4069451083182885,2.4069451083182885,2.26176309847379,2.4069451083182885,3.0007198150650303,4.33204826486764,13,34,61,6,17,24,1,50.0,69800.0,32,53981.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.8082887711792652,2.091864061678393,1.62924053973028,1.8082887711792652,2.312535423847214,1.8357763546448291,1.7884205679625402,1.8718021769015916,2.778819271990417,3.691376334312523,11,30,34,5,15,14,1,34.0,78400.0,26,53513.457361167966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,2.8390784635086144,-2.302585092994045,1.9600947840472696,2.312535423847214,2.312535423847214,2.1552445050953364,2.6619665279224902,2.89591193827178,4.837075242970874,13,34,76,6,6,33,1,59.15084489627696,67100.0,30,43694.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,1.9600947840472696,-2.302585092994045,0.7419373447293773,2.778819271990417,2.714694743820879,2.419478844465545,2.1615973996930684,3.0007198150650303,4.062165663857866,13,32,45,6,6,18,0,42.0,50000.0,26,43694.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.410986973710262,3.0492730404820207,0.7419373447293773,2.714694743820879,3.2228678461377385,1.4701758451005926,1.62924053973028,1.410986973710262,2.89591193827178,4.837075242970874,13,34,70,6,16,31,1,59.0,19800.0,27,35060.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.410986973710262,2.4069451083182885,1.1314021114911006,2.312535423847214,1.62924053973028,2.2353763433005955,1.7934247485471162,2.005525858729668,2.778819271990417,4.837075242970874,14,33,63,6,14,28,1,37.0,28100.0,30,34375.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1.62924053973028,3.40452517175483,0.0953101798043249,2.091864061678393,1.9600947840472696,1.9315214116032136,2.1598687907924505,2.312535423847214,2.778819271990417,4.645351975620923,18,36,75,8,16,27,1,63.5,56900.0,45,36897.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1,2.091864061678393,3.4688560301359703,1.8082887711792652,2.714694743820879,1.62924053973028,1.316408233655724,1.3635373739972745,1.3686394258811698,2.8390784635086144,4.383275854074314,12,30,63,6,17,25,1,83.0,47300.0,34,53513.457361167966,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1.1314021114911006,2.8390784635086144,0.0953101798043249,2.091864061678393,1.62924053973028,1.62924053973028,1.3506671834767394,1.62924053973028,2.9496883350525844,4.533674184283021,12,32,62,6,15,23,1,82.0,28300.0,31,36573.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.410986973710262,1.8082887711792652,0.7419373447293773,1.1314021114911006,2.4932054526026954,2.122261538862764,1.983756291545428,1.9600947840472696,2.89591193827178,3.893859034800475,13,29,36,6,13,14,1,58.5,46000.0,40,53513.457361167966,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,1.1314021114911006,-2.302585092994045,0.0953101798043249,2.778819271990417,2.5726122302071057,2.344686269012681,2.6461747973841225,2.89591193827178,3.716008121502189,11,30,30,5,5,12,0,36.0,36600.0,38,43944.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0953101798043249,0.0953101798043249,0.0953101798043249,0.0953101798043249,3.0007198150650303,3.0007198150650303,3.0007198150650303,3.0007198150650303,2.8390784635086144,2.8390784635086144,10,15,13,4,6,5,0,77.0,52200.0,44,43944.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,1.62924053973028,-2.302585092994045,0.0953101798043249,2.091864061678393,2.533696813957432,2.2512917986064958,2.533696813957432,1.8082887711792652,3.9531649487593215,17,36,42,6,6,15,0,55.0,50000.0,0,53513.457361167966,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,1.9600947840472696,0.7419373447293773,1.62924053973028,2.4069451083182885,2.2793164660546914,2.091864061678393,2.312535423847214,2.778819271990417,3.9531649487593215,14,33,42,6,15,16,1,79.0,48600.0,27,44444.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1.410986973710262,1.8082887711792652,1.410986973710262,1.8082887711792652,1.62924053973028,2.091864061678393,2.091864061678393,2.091864061678393,2.9496883350525844,3.7864597824528,12,33,38,6,16,16,1,59.0,43500.0,36,39267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,1.1314021114911006,1.1314021114911006,1.1314021114911006,1.62924053973028,2.131796772013764,2.131796772013764,2.131796772013764,2.9496883350525844,3.4688560301359703,10,24,23,5,11,10,1,79.0,52800.0,35,47005.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,2.714694743820879,-2.302585092994045,1.8082887711792652,3.2228678461377385,3.1179499062782403,2.6369121732688705,2.6619665279224902,2.89591193827178,4.837075242970874,13,34,73,6,6,31,1,59.15084489627696,34600.0,34,39773.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,0.7419373447293773,0.0953101798043249,0.0953101798043249,3.0007198150650303,2.714694743820879,2.714694743820879,2.312535423847214,2.89591193827178,3.1822118404966093,12,23,20,6,11,9,0,69.0,37500.0,28,39773.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,0.7419373447293773,0.0953101798043249,0.0953101798043249,3.2228678461377385,3.2228678461377385,3.2228678461377385,3.2228678461377385,2.9496883350525844,3.40452517175483,13,28,24,6,13,11,0,73.0,35700.0,38,38047.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,2.091864061678393,0.7419373447293773,1.62924053973028,3.0007198150650303,3.0007198150650303,2.582486978126864,3.0007198150650303,3.095577608523707,4.728272383122075,12,33,63,6,16,26,0,59.0,47900.0,37,41932.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,1.8082887711792652,0.0953101798043249,0.7419373447293773,2.312535423847214,2.4069451083182885,2.329227023940467,2.714694743820879,2.89591193827178,3.691376334312523,14,31,31,6,14,13,0,65.0,32200.0,34,38893.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1.410986973710262,1.9600947840472696,0.7419373447293773,1.1314021114911006,2.312535423847214,2.4932054526026954,2.444952334280968,2.4932054526026954,2.9496883350525844,4.009149716158869,12,32,42,6,15,17,0,60.0,45800.0,39,30299.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,2.2082744135228043,-2.302585092994045,1.62924053973028,2.778819271990417,2.747270914255491,2.3869262414277963,2.028148247292285,3.261935314328648,4.6549122778829055,9,30,63,4,4,26,1,57.0,24900.0,34,38125.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2.2082744135228043,3.740047740688336,1.62924053973028,2.9496883350525844,1.62924053973028,1.62924053973028,1.410986973710262,1.62924053973028,1.62924053973028,4.788324729085938,24,44,103,6,16,31,1,78.0,64800.0,27,45887.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1.410986973710262,2.89591193827178,1.1314021114911006,2.4932054526026954,2.714694743820879,2.47232786758114,1.665818245870208,2.376764491168297,3.139832617527748,4.852811208902689,8,20,54,5,13,28,1,59.0,33300.0,36,40200.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,2.312535423847214,0.7419373447293773,1.8082887711792652,3.0007198150650303,3.0007198150650303,2.844909383819408,3.0007198150650303,3.1822118404966093,4.489759334476764,11,32,62,6,16,25,0,72.0,26700.0,31,37986.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0.0953101798043249,1.62924053973028,-2.302585092994045,0.0953101798043249,2.714694743820879,2.714694743820879,1.9600947840472696,2.5915163848462583,2.9496883350525844,3.7864597824528,12,31,35,6,6,15,0,37.0,54200.0,23,44938.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1,1.8082887711792652,2.8390784635086144,1.410986973710262,2.4069451083182885,3.0007198150650303,2.829087196145044,2.6748380668960965,2.7942278973432626,2.714694743820879,4.844974178195408,9,23,52,4,11,19,1,50.0,16700.0,32,34792.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0.0953101798043249,1.62924053973028,-2.302585092994045,1.1314021114911006,2.714694743820879,2.714694743820879,2.4069451083182885,1.7808670280616312,2.89591193827178,4.144720769547168,12,31,47,6,6,18,0,59.0,22400.0,32,42639.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,2.4069451083182885,1.1314021114911006,2.2082744135228043,2.6461747973841225,2.547098670044448,2.285438934159075,2.547098670044448,2.714694743820879,4.710430696645584,15,35,63,6,15,26,1,67.0,39600.0,34,51587.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1.410986973710262,2.4932054526026954,1.1314021114911006,2.091864061678393,1.62924053973028,1.5260563034950492,1.172482137234565,1.62924053973028,2.8390784635086144,4.788324729085938,6,17,40,3,8,19,1,36.0,39600.0,34,51587.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0.0953101798043249,2.8390784635086144,0.0953101798043249,2.4069451083182885,2.312535423847214,2.312535423847214,2.385086314505789,2.312535423847214,2.89591193827178,4.86830338551846,11,28,74,4,11,30,1,57.0,43200.0,35,43279.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,2.2082744135228043,0.7419373447293773,1.410986973710262,2.312535423847214,2.533696813957432,2.2905125117597764,2.533696813957432,2.89591193827178,4.395682961121367,13,31,56,6,15,23,0,55.0,27800.0,0,53513.457361167966,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,1.9600947840472696,2.89591193827178,1.62924053973028,2.4069451083182885,1.8082887711792652,1.8547342683894437,1.8261608959453877,1.8718021769015916,2.8390784635086144,4.3054155323020415,13,34,58,6,17,24,1,60.5,24600.0,28,43750.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
1,1.1314021114911006,3.1822118404966093,0.0953101798043249,2.5726122302071057,2.312535423847214,2.312535423847214,2.3997118037247684,1.62924053973028,1.8082887711792652,4.804840381116659,26,47,93,10,20,38,1,67.0,23500.0,29,44732.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1.410986973710262,1.410986973710262,1.1314021114911006,1.1314021114911006,2.312535423847214,2.180417459019838,2.180417459019838,2.131796772013764,2.778819271990417,3.4688560301359703,11,28,26,5,12,11,0,61.0,45000.0,0,53513.457361167966,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1.410986973710262,2.778819271990417,1.1314021114911006,2.2082744135228043,2.312535423847214,2.628285232633348,2.429217743927412,2.714694743820879,3.1822118404966093,4.837075242970874,10,31,74,5,15,32,1,85.0,42800.0,32,41142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0953101798043249,2.4069451083182885,0.0953101798043249,2.091864061678393,2.714694743820879,2.714694743820879,1.908059924924216,2.714694743820879,2.8390784635086144,4.837075242970874,11,27,63,4,11,25,1,87.0,52100.0,21,53133.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,2.778819271990417,0.7419373447293773,2.5726122302071057,2.312535423847214,2.312535423847214,1.9782390361706728,2.312535423847214,2.8390784635086144,4.844974178195408,5,20,68,2,9,24,1,27.0,59500.0,39,53133.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2.091864061678393,3.139832617527748,1.410986973710262,2.6461747973841225,2.312535423847214,2.312535423847214,2.154085084675601,2.312535423847214,3.0007198150650303,4.86830338551846,14,35,82,6,17,34,1,50.0,61800.0,29,53467.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,2.4069451083182885,0.7419373447293773,2.4069451083182885,2.714694743820879,2.714694743820879,2.6525374911719517,2.714694743820879,3.139832617527748,4.86830338551846,7,18,38,5,13,24,1,87.0,52400.0,29,53513.457361167966,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0.0953101798043249,2.091864061678393,0.0953101798043249,1.62924053973028,2.714694743820879,2.714694743820879,2.360854001118021,2.714694743820879,3.0492730404820207,4.318820558770089,11,29,53,5,13,20,1,55.0,52400.0,29,45818.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.62924053973028,2.4069451083182885,1.62924053973028,2.2082744135228043,2.312535423847214,2.476538400117484,2.247072383063786,2.476538400117484,2.778819271990417,4.489759334476764,15,37,61,6,17,24,1,60.0,46000.0,21,53513.457361167966,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1.410986973710262,2.778819271990417,0.7419373447293773,1.9600947840472696,2.312535423847214,1.9242486522741336,1.7984040119467235,1.9600947840472696,2.89591193827178,4.3054155323020415,13,32,57,6,16,23,1,59.0,21600.0,31,39583.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1.410986973710262,3.1822118404966093,1.1314021114911006,2.8390784635086144,2.6461747973841225,2.533696813957432,2.122261538862764,2.4932054526026954,2.8390784635086144,4.844974178195408,13,33,80,6,16,33,1,58.5,43400.0,27,42115.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.8082887711792652,3.529297384289471,1.62924053973028,2.9496883350525844,2.312535423847214,2.344686269012681,2.221375037568502,2.3513752571634776,1.410986973710262,4.860587297852597,31,52,123,7,18,35,1,79.0,28400.0,0,42125.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,2.89591193827178,-2.302585092994045,1.9600947840472696,2.4932054526026954,2.376764491168297,1.8437192081587657,2.6619665279224902,2.89591193827178,4.318820558770089,12,33,58,5,5,23,1,59.15084489627696,42200.0,26,53513.457361167966,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0,1.8082887711792652,2.5726122302071057,1.62924053973028,2.091864061678393,1.62924053973028,1.780024213009634,1.7439688053917064,1.8082887711792652,2.778819271990417,4.318820558770089,27,48,73,6,16,20,1,62.0,29400.0,0,37837.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
